"Name","Gender","Religion","Cast","Country"
"Sarvadeva Stutaya","Male","hindu","","India"
"Satyavache","Male","hindu","","India"
"Satyavikramaya","Male","hindu","","India"
"Satyavrataya","Male","hindu","","India"
"Saumyaya","Male","hindu","","India"
"Setukrite","Male","hindu","","India"
"Sharanatrana Tatparaya","Male","hindu","","India"
"Shashvataya","Male","hindu","","India"
"Shooraya","Male","hindu","","India"
"Shri Ramaya","Male","hindu","","India"
"Shyamangaya","Male","hindu","","India"
"Smita Vaktraya","Male","hindu","","India"
"Smrita Sarvagha Nashanaya","Male","hindu","","India"
"Sugrivepsita Rajyadaye","Male","hindu","","India"
"Sumitra Putra Sevitaya","Male","hindu","","India"
"Sundaraya","Male","hindu","","India"
"Tatakantakaya","Male","hindu","","India"
"Trigunatmakaya","Male","hindu","","India"
"Triloka Rakshakaya","Male","hindu","","India"
"Trilokatmane","Male","hindu","","India"
"Trivikramaya","Male","hindu","","India"
"Vara Pradaya","Male","hindu","","India"
"Vedanta Saraya","Male","hindu","","India"
"Vedatmane","Male","hindu","","India"
"Vibhishana Paritratre","Male","hindu","","India"
"Baindavasana","Female","hindu","","India"
"Bala","Female","hindu","","India"
"Bali Priya","Female","hindu","","India"
"Banda Puthra Vadodyuktha Bala Vikrama Nandhita","Female","hindu","","India"
"Banda Surendra Nirmuktha Sashtra Prathyasthra Varshani","Female","hindu","","India"
"Bandha Mochini","Female","hindu","","India"
"Barbharalaka","Female","hindu","","India"
"Bavagna","Female","hindu","","India"
"Bhadra Moorthy","Female","hindu","","India"
"Bhadra Priya","Female","hindu","","India"
"Bhaga Malini","Female","hindu","","India"
"Bhagaradhya","Female","hindu","","India"
"Bhagavathi","Female","hindu","","India"
"Bhagyabdhi Chandrika","Female","hindu","","India"
"Bhairavi","Female","hindu","","India"
"Bhaktha Chitta Keki Ganagana","Female","hindu","","India"
"Bhaktha Hardha Thamo Bedha Bhanu Mat Bhanu Santhathi","Female","hindu","","India"
"Bhaktha Manasa Hamsikha","Female","hindu","","India"
"Bhaktha Nidhi","Female","hindu","","India"
"Bhaktha Sowbhagya Dhayini","Female","hindu","","India"
"Bhakthi Gamya","Female","hindu","","India"
"Bhakthi Mat Kalpa Lathika","Female","hindu","","India"
"Bhakthi Priya","Female","hindu","","India"
"Bhakthi Vasya","Female","hindu","","India"
"Bhalastha","Female","hindu","","India"
"Aabheer","Male","hindu","","India"
"Aadarsh","Male","hindu","","India"
"Aadesh","Male","hindu","","India"
"Aadhira","Male","hindu","","India"
"Aadi","Male","hindu","","India"
"Aadidev","Male","hindu","","India"
"Aadinath","Male","hindu","","India"
"Aadit","Male","hindu","","India"
"Aaditeya","Male","hindu","","India"
"Aaditya","Male","hindu","","India"
"Aagam","Male","hindu","","India"
"Aagney","Male","hindu","","India"
"Aagneya","Male","hindu","","India"
"Aahlaad","Male","hindu","","India"
"Aahva","Male","hindu","","India"
"Aakaash","Male","hindu","","India"
"Aakar","Male","hindu","","India"
"Aakarshan","Male","hindu","","India"
"Aalap","Male","hindu","","India"
"Aalok","Male","hindu","","India"
"Aamod","Male","hindu","","India"
"Aanand","Male","hindu","","India"
"Aanandswarup","Male","hindu","","India"
"Aandaleeb","Male","hindu","","India"
"Aanjaneya","Male","hindu","","India"
"Yogi","Male","hindu","","India"
"Yoginampati","Male","hindu","","India"
"Adipurushaya","Male","hindu","","India"
"Ahalya Shapashamanaya","Male","hindu","","India"
"Ananta Gunagambhiraya","Male","hindu","","India"
"Bali Pramathanaya","Male","hindu","","India"
"Bhavarogasya Bheshajaya","Male","hindu","","India"
"Brahmanyaya","Male","hindu","","India"
"Chitrakuta Samashrayaya","Male","hindu","","India"
"Dandakaranya Kartanaya","Male","hindu","","India"
"Dantaya","Male","hindu","","India"
"Dashagriva Shiroharaya","Male","hindu","","India"
"Dayasaraya","Male","hindu","","India"
"Dhanurdharaya","Male","hindu","","India"
"Dhanvine","Male","hindu","","India"
"Dhirodatta Gunottamaya","Male","hindu","","India"
"Dushanatri Shirohantre","Male","hindu","","India"
"Haraye","Male","hindu","","India"
"Jagad Gurave","Male","hindu","","India"
"Jaitraya","Male","hindu","","India"
"Jamadagnya Mahadarpaya","Male","hindu","","India"
"Janaki Vallabhaya","Male","hindu","","India"
"Janardhanaya","Male","hindu","","India"
"Jaramarana Varjitaya","Male","hindu","","India"
"Jayanta Trana Varadaya","Male","hindu","","India"
"Abhiraam","Male","hindu","","India"
"Abhiraj","Male","hindu","","India"
"Abhirath","Male","hindu","","India"
"Abhirup","Male","hindu","","India"
"Abhisar","Male","hindu","","India"
"Abhishek","Male","hindu","","India"
"Abhivaadan","Male","hindu","","India"
"Abhivanth / Abivanth","Male","hindu","","India"
"Abhra","Male","hindu","","India"
"Abhyudaya","Male","hindu","","India"
"Achal","Male","hindu","","India"
"Achalendra","Male","hindu","","India"
"Achalraj","Male","hindu","","India"
"Acharya","Male","hindu","","India"
"Achintya","Male","hindu","","India"
"Achyut","Male","hindu","","India"
"Achyuthan","Male","hindu","","India"
"Adarsh","Male","hindu","","India"
"Adeela","Male","hindu","","India"
"Adeep","Male","hindu","","India"
"Adheer","Male","hindu","","India"
"Adheesh","Male","hindu","","India"
"Adhik","Male","hindu","","India"
"Adhip","Male","hindu","","India"
"Adhiraj","Male","hindu","","India"
"Vibhishana Pratishthatre","Male","hindu","","India"
"Viradha Vanapanditaya Namah","Male","hindu","","India"
"Vishvamitra Priyaya","Male","hindu","","India"
"Vratadharaya","Male","hindu","","India"
"Yajvine","Male","hindu","","India"
"Abhicarya","Male","hindu","","India"
"Abhirama","Male","hindu","","India"
"Abhiru","Male","hindu","","India"
"Acala","Male","hindu","","India"
"Acalesvara","Male","hindu","","India"
"Acintya","Male","hindu","","India"
"Acnacala","Male","hindu","","India"
"Adaksina","Male","hindu","","India"
"Adharmasatru","Male","hindu","","India"
"Adhisthana","Male","hindu","","India"
"Adhoksaja","Male","hindu","","India"
"Adhruva","Male","hindu","","India"
"Adhurta","Male","hindu","","India"
"Adhyatmayoganilaya","Male","hindu","","India"
"Adina","Male","hindu","","India"
"Adri","Male","hindu","","India"
"Adyalaya","Male","hindu","","India"
"Aghora","Male","hindu","","India"
"Agraha","Male","hindu","","India"
"Ahan","Male","hindu","","India"
"Amaan","Male","hindu","","India"
"Amalendu","Male","hindu","","India"
"Amalesh","Male","hindu","","India"
"Aman","Male","hindu","","India"
"Amani","Male","hindu","","India"
"Amar","Male","hindu","","India"
"Amardeep","Male","hindu","","India"
"Amaresh","Male","hindu","","India"
"Amarjeet","Male","hindu","","India"
"Amarnath","Male","hindu","","India"
"Amartya","Male","hindu","","India"
"Ambareesh","Male","hindu","","India"
"Ambikapathi","Male","hindu","","India"
"Ambud","Male","hindu","","India"
"Ambuj","Male","hindu","","India"
"Ameet","Male","hindu","","India"
"Ameyatma","Male","hindu","","India"
"Amil","Male","hindu","","India"
"Amish","Male","hindu","","India"
"Amitaabh","Male","hindu","","India"
"Amitava","Male","hindu","","India"
"Amitbikram","Male","hindu","","India"
"Amitesh","Male","hindu","","India"
"Amlan","Male","hindu","","India"
"Amod","Male","hindu","","India"
"Kamacharini","Female","hindu","","India"
"Kamsavidravanakari","Female","hindu","","India"
"Kantha","Female","hindu","","India"
"Kanttadhara","Female","hindu","","India"
"Kaumaravratadhara","Female","hindu","","India"
"Keyurangadadharini","Female","hindu","","India"
"Khadgaketaka Dharini","Female","hindu","","India"
"Khama","Female","hindu","","India"
"Krishna","Female","hindu","","India"
"Krishnachhavisama","Female","hindu","","India"
"Kulavardhini","Female","hindu","","India"
"Kumari","Female","hindu","","India"
"Kundalapurnakarna Vibhooshita","Female","hindu","","India"
"Mahachakradharini","Female","hindu","","India"
"Mahakali","Female","hindu","","India"
"Mahishasuranashini","Female","hindu","","India"
"Mamsapriya","Female","hindu","","India"
"Mati","Female","hindu","","India"
"Mayoora Pichhavalaya","Female","hindu","","India"
"Mohanashini","Female","hindu","","India"
"Mruthyunashini","Female","hindu","","India"
"Mukutavirajita","Female","hindu","","India"
"Nagararakshika","Female","hindu","","India"
"Nandagopakulajata","Female","hindu","","India"
"Narayanavarapriya","Female","hindu","","India"
"Suhavi","Female","hindu","","India"
"Suhina","Female","hindu","","India"
"Suhrita","Female","hindu","","India"
"Sujala","Female","hindu","","India"
"Sujata","Female","hindu","","India"
"Sujaya","Female","hindu","","India"
"Sujitha","Female","hindu","","India"
"Sukanya","Female","hindu","","India"
"Sukeshi","Female","hindu","","India"
"Sukhmani","Female","hindu","","India"
"Sukriti","Female","hindu","","India"
"Sukruti","Female","hindu","","India"
"Suksha","Female","hindu","","India"
"Sukshma","Female","hindu","","India"
"Sukumari","Female","hindu","","India"
"Sukushi","Female","hindu","","India"
"Sulaksha","Female","hindu","","India"
"Sulakshana","Female","hindu","","India"
"Sulakshmi","Female","hindu","","India"
"Sulalita","Female","hindu","","India"
"Sulbha","Female","hindu","","India"
"Sulekha","Female","hindu","","India"
"Suloch","Female","hindu","","India"
"Sulochana","Female","hindu","","India"
"Sultana","Female","hindu","","India"
"Paratparaya","Male","hindu","","India"
"Paraya","Male","hindu","","India"
"Pareshaya","Male","hindu","","India"
"Pitavasase","Male","hindu","","India"
"Pitru Bhaktaya","Male","hindu","","India"
"Punyacharitra Kirtanaya Namah","Male","hindu","","India"
"Punyodayaya","Male","hindu","","India"
"Purana Purushottamaya","Male","hindu","","India"
"Purva Bhashine","Male","hindu","","India"
"Raghavaya","Male","hindu","","India"
"Raghupungavaya","Male","hindu","","India"
"Rajendraya","Male","hindu","","India"
"Rajivalochanaya","Male","hindu","","India"
"Ramabhadraya","Male","hindu","","India"
"Ramachandraya","Male","hindu","","India"
"Rikshavanara Sanghatine","Male","hindu","","India"
"Sachidananda Vigrahaya","Male","hindu","","India"
"Sada Hanumadashritaya","Male","hindu","","India"
"Saptatala Prabhedre","Male","hindu","","India"
"Sarva Devadhi Devaya","Male","hindu","","India"
"Sarva Devatmakaya","Male","hindu","","India"
"Sarva Punyadhi Kaphalaya","Male","hindu","","India"
"Sarva Tirthamayaya","Male","hindu","","India"
"Sarva Yajnadhipaya","Male","hindu","","India"
"Sarvabharana Varjitaya","Male","hindu","","India"
"Padma","Female","hindu","","India"
"Padmagandhini","Female","hindu","","India"
"Padmahasta","Female","hindu","","India"
"Padmakshya","Female","hindu","","India"
"Padmalaya","Female","hindu","","India"
"Padmamaladhara","Female","hindu","","India"
"Padmamukhi","Female","hindu","","India"
"Padmanabhapriya","Female","hindu","","India"
"Padmapriya","Female","hindu","","India"
"Padmasundari","Female","hindu","","India"
"Padmini","Female","hindu","","India"
"Padmodbhava","Female","hindu","","India"
"Paramatmika","Female","hindu","","India"
"Prakruti","Female","hindu","","India"
"Prasadabhimukhi","Female","hindu","","India"
"Prasannakshi","Female","hindu","","India"
"Preeta Pushkarini","Female","hindu","","India"
"Punyagandha","Female","hindu","","India"
"Samudratanaya","Female","hindu","","India"
"Sarvabhootahitaprada","Female","hindu","","India"
"Sarvapadravanivarini","Female","hindu","","India"
"Shanta","Female","hindu","","India"
"Shivakari","Female","hindu","","India"
"Shraddha","Female","hindu","","India"
"Shubha","Female","hindu","","India"
"Padmapatrakshi","Female","hindu","","India"
"Pankajadharini","Female","hindu","","India"
"Papadharini","Female","hindu","","India"
"Papaharini","Female","hindu","","India"
"Pashadharini","Female","hindu","","India"
"Pashupriya","Female","hindu","","India"
"Patradharini","Female","hindu","","India"
"Peenashroni Payodhara","Female","hindu","","India"
"Prabha","Female","hindu","","India"
"Prasanna","Female","hindu","","India"
"Pravasarakshika","Female","hindu","","India"
"Purnachandra Nibhanana","Female","hindu","","India"
"Putrapamrityunashini","Female","hindu","","India"
"Rajyada","Female","hindu","","India"
"Ratri","Female","hindu","","India"
"Sagaragirirakshika","Female","hindu","","India"
"Sangramajayaprada","Female","hindu","","India"
"Sangramarakshika","Female","hindu","","India"
"Sankarshanasamanana","Female","hindu","","India"
"Santati","Female","hindu","","India"
"Sarvakaryasiddhi Pradayika","Female","hindu","","India"
"Saukhyada","Female","hindu","","India"
"Seedupriya","Female","hindu","","India"
"Sharanya","Female","hindu","","India"
"Shatrusankata Rakshika","Female","hindu","","India"
"Achintya Roopa","Female","hindu","","India"
"Adbutha Charithra","Female","hindu","","India"
"Adhi Garvitha","Female","hindu","","India"
"Adishakthi","Female","hindu","","India"
"Adurshya","Female","hindu","","India"
"Agna Chakarantharalastha","Female","hindu","","India"
"Agna Chakrabja Nilaya","Female","hindu","","India"
"Agnana Dwantha Deepika","Female","hindu","","India"
"Agra Ganya","Female","hindu","","India"
"Aja Jethree","Female","hindu","","India"
"Ajha","Female","hindu","","India"
"Akantha","Female","hindu","","India"
"Aksha Maladhi Dhara","Female","hindu","","India"
"Akula","Female","hindu","","India"
"Amathi","Female","hindu","","India"
"Amba","Female","hindu","","India"
"Ambika","Female","hindu","","India"
"Ameya","Female","hindu","","India"
"Amoortha","Female","hindu","","India"
"Amruthathi Maha Sakthi Samvrutha","Female","hindu","","India"
"Anadhi Nidhana","Female","hindu","","India"
"Anaga","Female","hindu","","India"
"Anahathabja Nilaya","Female","hindu","","India"
"Anakalidha Sadrushya Chibuka Sri Virajitha","Female","hindu","","India"
"Ananda Kalika","Female","hindu","","India"
"Sarvajana","Male","hindu","","India"
"Sarvapalaka","Male","hindu","","India"
"Sarveshwar","Male","hindu","","India"
"Satyavachana","Male","hindu","","India"
"Satyavrata","Male","hindu","","India"
"Shantah","Male","hindu","","India"
"Shreshta","Male","hindu","","India"
"Shrikanta","Male","hindu","","India"
"Shyam","Male","hindu","","India"
"Shyamsundara","Male","hindu","","India"
"Sudarshana","Male","hindu","","India"
"Sumedha","Male","hindu","","India"
"Suresham","Male","hindu","","India"
"Swargapati","Male","hindu","","India"
"Trivikrama","Male","hindu","","India"
"Upendra","Male","hindu","","India"
"Vaikunthanatha","Male","hindu","","India"
"Vasudev","Male","hindu","","India"
"Vishnu","Male","hindu","","India"
"Vishvarupa","Male","hindu","","India"
"Vishwadakshinah","Male","hindu","","India"
"Vishwakarma","Male","hindu","","India"
"Vishwamurti","Male","hindu","","India"
"Vishwatma","Male","hindu","","India"
"Yadavendra","Male","hindu","","India"
"Chandrasahodari","Female","hindu","","India"
"Chandravadana","Female","hindu","","India"
"Daridriya Dhwamsini","Female","hindu","","India"
"Daridriyanashini","Female","hindu","","India"
"Deepa","Female","hindu","","India"
"Dhanadhanyaki","Female","hindu","","India"
"Dharmanilaya","Female","hindu","","India"
"Harini","Female","hindu","","India"
"Harivallabhi","Female","hindu","","India"
"Hemamalini","Female","hindu","","India"
"Hiranmayi","Female","hindu","","India"
"Hiranyapraka","Female","hindu","","India"
"Indira","Female","hindu","","India"
"Indusheetala","Female","hindu","","India"
"Kamakshi","Female","hindu","","India"
"Kamalasambhava","Female","hindu","","India"
"Karuna","Female","hindu","","India"
"Lakashokavinashini","Female","hindu","","India"
"Lakshmi","Female","hindu","","India"
"Lokamatri","Female","hindu","","India"
"Mangala","Female","hindu","","India"
"Narayana Samashrita","Female","hindu","","India"
"Navadurga","Female","hindu","","India"
"Nityapushta","Female","hindu","","India"
"Nrupaveshvagathananda","Female","hindu","","India"
"Vedika","Female","hindu","","India"
"Vedvalli","Female","hindu","","India"
"Veeksha","Female","hindu","","India"
"Veena","Female","hindu","","India"
"Veenapani","Female","hindu","","India"
"Vela","Female","hindu","","India"
"Venah","Female","hindu","","India"
"Venika","Female","hindu","","India"
"Venuka","Female","hindu","","India"
"Venya","Female","hindu","","India"
"Vetali","Female","hindu","","India"
"Vetravati","Female","hindu","","India"
"Vibali","Female","hindu","","India"
"Vibhavari","Female","hindu","","India"
"Vibhi","Female","hindu","","India"
"Vibusha","Female","hindu","","India"
"Vidhi","Female","hindu","","India"
"Vidhut","Female","hindu","","India"
"Vidisha","Female","hindu","","India"
"Vidita","Female","hindu","","India"
"Vidula","Female","hindu","","India"
"Vidushi","Female","hindu","","India"
"Vidyadevi","Female","hindu","","India"
"Vidyadhari","Female","hindu","","India"
"Vidyut","Female","hindu","","India"
"Tamira","Female","hindu","","India"
"Tanaya","Female","hindu","","India"
"Taneesha","Female","hindu","","India"
"Tani","Female","hindu","","India"
"Tania","Female","hindu","","India"
"Taniamitra","Female","hindu","","India"
"Tanika","Female","hindu","","India"
"Tanima","Female","hindu","","India"
"Tanirika","Female","hindu","","India"
"Tanisha","Female","hindu","","India"
"Tanisi","Female","hindu","","India"
"Tanmaya","Female","hindu","","India"
"Tanmayee","Female","hindu","","India"
"Tannishtha","Female","hindu","","India"
"Tannistha","Female","hindu","","India"
"Tanu","Female","hindu","","India"
"Tanuja","Female","hindu","","India"
"Tanuka","Female","hindu","","India"
"Tanulata","Female","hindu","","India"
"Tanupa","Female","hindu","","India"
"Tanushi","Female","hindu","","India"
"Tanushri","Female","hindu","","India"
"Tanvee","Female","hindu","","India"
"Tanvi","Female","hindu","","India"
"Tanya","Female","hindu","","India"
"Kaantha","Female","hindu","","India"
"Kadambari Priya","Female","hindu","","India"
"Kadambha Kusuma Priya","Female","hindu","","India"
"Kadambha Manjari Kluptha Karna Poora Manohara","Female","hindu","","India"
"Kadambha Vana Vasini","Female","hindu","","India"
"Kaivalya Padha Dhayini","Female","hindu","","India"
"Kakini Roopa Dharini","Female","hindu","","India"
"Kala Hanthri","Female","hindu","","India"
"Kala Kanti","Female","hindu","","India"
"Kala Nadha","Female","hindu","","India"
"Kala Nidhi","Female","hindu","","India"
"Kala Rathryadhi Shakthi Youga Vrudha","Female","hindu","","India"
"Kalaalapa","Female","hindu","","India"
"Kalamala","Female","hindu","","India"
"Kalathmika","Female","hindu","","India"
"Kalavathi","Female","hindu","","India"
"Kali Kalmasha Nasini","Female","hindu","","India"
"Kalpana Rahitha","Female","hindu","","India"
"Kalyani","Female","hindu","","India"
"Kama Keli Tharangitha","Female","hindu","","India"
"Kama Kotika","Female","hindu","","India"
"Kama Poojitha","Female","hindu","","India"
"Kama Roopini","Female","hindu","","India"
"Kama Sevitha","Female","hindu","","India"
"Kamadhayini","Female","hindu","","India"
"Loka Yathra Vidahyini","Female","hindu","","India"
"Lolakshikamaroopini","Female","hindu","","India"
"Lopa Mudrarchitha","Female","hindu","","India"
"Maaheswari","Female","hindu","","India"
"Madha Goornitha Rakthakshi","Female","hindu","","India"
"Madha Patala Khandaboo","Female","hindu","","India"
"Madha Shalini","Female","hindu","","India"
"Madhanasini","Female","hindu","","India"
"Madhu Preetha","Female","hindu","","India"
"Madhumathi","Female","hindu","","India"
"Madhvi Pana Lasaa","Female","hindu","","India"
"Madhyama","Female","hindu","","India"
"Maha Bala","Female","hindu","","India"
"Maha Bhairava Poojitha","Female","hindu","","India"
"Maha Bhoga","Female","hindu","","India"
"Maha Bhudhi","Female","hindu","","India"
"Maha Chathusashti Kodi Yogini Gana Sevitha","Female","hindu","","India"
"Maha Grasa","Female","hindu","","India"
"Maha Kailasa Nilaya","Female","hindu","","India"
"Maha Kali","Female","hindu","","India"
"Maha Kamesha Mahishi","Female","hindu","","India"
"Maha Kamesha Nayana Kumudahladha Kaumudhi","Female","hindu","","India"
"Maha Lakshmi","Female","hindu","","India"
"Maha Lavanya Sewadhi","Female","hindu","","India"
"Maha Maya","Female","hindu","","India"
"Kaulini","Female","hindu","","India"
"Kaulini Kevala","Female","hindu","","India"
"Kavya Kala","Female","hindu","","India"
"Kavya Labha Vimodhini","Female","hindu","","India"
"Kevalaa","Female","hindu","","India"
"Khadwangadhi Prakarana","Female","hindu","","India"
"Klim Karee","Female","hindu","","India"
"Komalakara","Female","hindu","","India"
"Komalangi","Female","hindu","","India"
"Kooda Gulpha","Female","hindu","","India"
"Koorma Prashta Jayishnu Prapadanvidha","Female","hindu","","India"
"Kootastha","Female","hindu","","India"
"Kosa Natha","Female","hindu","","India"
"Krodha","Female","hindu","","India"
"Krodhakarankusojwala","Female","hindu","","India"
"Kruthagna","Female","hindu","","India"
"Ksharaksharathmika","Female","hindu","","India"
"Kshaya Nirmuktha","Female","hindu","","India"
"Kshaya Vridhi Nirmuktha","Female","hindu","","India"
"Kshethra Kshethragna Palini","Female","hindu","","India"
"Kshetra Pala Samarchitha","Female","hindu","","India"
"Kshetra Swaroopa","Female","hindu","","India"
"Kshetresi","Female","hindu","","India"
"Kshobhini","Female","hindu","","India"
"Ksipra Prasadhini","Female","hindu","","India"
"Amogh","Male","hindu","","India"
"Amol","Male","hindu","","India"
"Amolik","Male","hindu","","India"
"Amoorta","Male","hindu","","India"
"Amresh","Male","hindu","","India"
"Amrik","Male","hindu","","India"
"Amrish","Male","hindu","","India"
"Amrit","Male","hindu","","India"
"Amshu","Male","hindu","","India"
"Amshul","Male","hindu","","India"
"Amul","Male","hindu","","India"
"Anaadi","Male","hindu","","India"
"Anaan","Male","hindu","","India"
"Anagh","Male","hindu","","India"
"Anand","Male","hindu","","India"
"Anang","Male","hindu","","India"
"Anant","Male","hindu","","India"
"Anantajeet","Male","hindu","","India"
"Anantram","Male","hindu","","India"
"Ananyo","Male","hindu","","India"
"Anay","Male","hindu","","India"
"Anek","Male","hindu","","India"
"Angad","Male","hindu","","India"
"Angada","Male","hindu","","India"
"Angaj","Male","hindu","","India"
"Brahmi","Female","hindu","","India"
"Brhama Grandhi Vibhedini","Female","hindu","","India"
"Brhmatmykya Swaroopini","Female","hindu","","India"
"Brhmopendra Mahendradhi Deva Samsthutha Vaibhava","Female","hindu","","India"
"Brihat Sena","Female","hindu","","India"
"Brihathi","Female","hindu","","India"
"Budharchitha","Female","hindu","","India"
"Chadur Bahu Samanvidha","Female","hindu","","India"
"Chaitanya Kusuma Priya","Female","hindu","","India"
"Chaithnyarkya Samaradhya","Female","hindu","","India"
"Chakra Raja Nikethana","Female","hindu","","India"
"Chakra Raja Ratha Rooda Sarvayudha Parishkridha","Female","hindu","","India"
"Champakasoka","Female","hindu","","India"
"Champeya Kusuma Priya","Female","hindu","","India"
"Chanda Mundasura Nishoodhini","Female","hindu","","India"
"Chanda Sara","Female","hindu","","India"
"Chandana Drava Dhigdhangi","Female","hindu","","India"
"Chandika","Female","hindu","","India"
"Chandra Mandala Madhyaga","Female","hindu","","India"
"Chandra Nibha","Female","hindu","","India"
"Chandra Vidya","Female","hindu","","India"
"Charachara Jagannatha","Female","hindu","","India"
"Charu Chandra Kaladhara","Female","hindu","","India"
"Charu Hasa","Female","hindu","","India"
"Charu Roopa","Female","hindu","","India"
"Akashagamini","Female","hindu","","India"
"Arogyada","Female","hindu","","India"
"Asurakshayamkari","Female","hindu","","India"
"Ataviduhkhandhara Rakshika","Female","hindu","","India"
"Ayurda","Female","hindu","","India"
"Balarkasadrushakara","Female","hindu","","India"
"Bandhananashini","Female","hindu","","India"
"Bhaktavatsala","Female","hindu","","India"
"Bhayanashini","Female","hindu","","India"
"Bhootanushruta","Female","hindu","","India"
"Brahmacharini","Female","hindu","","India"
"Chandravispardimukha","Female","hindu","","India"
"Chaturbhuja","Female","hindu","","India"
"Chaturvakttra","Female","hindu","","India"
"Daya","Female","hindu","","India"
"Devi","Female","hindu","","India"
"Dhanakshayanashini","Female","hindu","","India"
"Dhanurdharini","Female","hindu","","India"
"Dhruti","Female","hindu","","India"
"Divamalya Vibhooshita","Female","hindu","","India"
"Divyambaradhara","Female","hindu","","India"
"Hri","Female","hindu","","India"
"Indradhwaja Samabahudharini","Female","hindu","","India"
"Jaya","Female","hindu","","India"
"Jyotsana","Female","hindu","","India"
"Satyaparakrama","Male","hindu","","India"
"Satyaparayana","Male","hindu","","India"
"Saumya","Male","hindu","","India"
"Savarthaparivartaka","Male","hindu","","India"
"Savitr","Male","hindu","","India"
"Semsara Cakrabhrt","Male","hindu","","India"
"Setu","Male","hindu","","India"
"Siddha","Male","hindu","","India"
"Siddhakhadga","Male","hindu","","India"
"Siddhi","Male","hindu","","India"
"Siddhida","Male","hindu","","India"
"Siddhisadhana","Male","hindu","","India"
"Sikhandin","Male","hindu","","India"
"Sikhi","Male","hindu","","India"
"Sikhisarathi","Male","hindu","","India"
"Simha","Male","hindu","","India"
"Sipivista","Male","hindu","","India"
"Sisiratmaka","Male","hindu","","India"
"Sistesta","Male","hindu","","India"
"Sisu","Male","hindu","","India"
"Siva","Male","hindu","","India"
"Sivajnanarata","Male","hindu","","India"
"Sivalaya","Male","hindu","","India"
"Skanda","Male","hindu","","India"
"Skandaguru","Male","hindu","","India"
"Vrisha","Female","hindu","","India"
"Vrishti","Female","hindu","","India"
"Vritee","Female","hindu","","India"
"Vritika","Female","hindu","","India"
"Vritti","Female","hindu","","India"
"Vrushali","Female","hindu","","India"
"Vyanjana","Female","hindu","","India"
"Vyomini","Female","hindu","","India"
"Wakeeta","Female","hindu","","India"
"Yaagnya","Female","hindu","","India"
"Yachana","Female","hindu","","India"
"Yadavi","Female","hindu","","India"
"Yahvi","Female","hindu","","India"
"Yaksha","Female","hindu","","India"
"Yamika","Female","hindu","","India"
"Yamini","Female","hindu","","India"
"Yamuna","Female","hindu","","India"
"Yamuni","Female","hindu","","India"
"Yamura","Female","hindu","","India"
"Yamya","Female","hindu","","India"
"Yashasvi","Female","hindu","","India"
"Yashasvini","Female","hindu","","India"
"Yashawini","Female","hindu","","India"
"Yashi","Female","hindu","","India"
"Yashica","Female","hindu","","India"
"Vaishavi","Female","hindu","","India"
"Vaishnodevi","Female","hindu","","India"
"Vajra","Female","hindu","","India"
"Valini","Female","hindu","","India"
"Vallabha","Female","hindu","","India"
"Vallari","Female","hindu","","India"
"Valli","Female","hindu","","India"
"Vallika","Female","hindu","","India"
"Vama","Female","hindu","","India"
"Vamakshi","Female","hindu","","India"
"Vamdevi","Female","hindu","","India"
"Vamika","Female","hindu","","India"
"Vamil","Female","hindu","","India"
"Vamita","Female","hindu","","India"
"Vanadurga","Female","hindu","","India"
"Vanaja","Female","hindu","","India"
"Vanalika","Female","hindu","","India"
"Vanani","Female","hindu","","India"
"Vandana","Female","hindu","","India"
"Vandita","Female","hindu","","India"
"Vaneesha","Female","hindu","","India"
"Vaneet","Female","hindu","","India"
"Vanhi","Female","hindu","","India"
"Vanhishikha","Female","hindu","","India"
"Vani","Female","hindu","","India"
"Suma","Female","hindu","","India"
"Sumaira","Female","hindu","","India"
"Suman","Female","hindu","","India"
"Sumana","Female","hindu","","India"
"Sumangli","Female","hindu","","India"
"Sumanolata","Female","hindu","","India"
"Sumavali","Female","hindu","","India"
"Sumi","Female","hindu","","India"
"Sumita","Female","hindu","","India"
"Sumitha","Female","hindu","","India"
"Sumitra","Female","hindu","","India"
"Sumona","Female","hindu","","India"
"Sunaina","Female","hindu","","India"
"Sunamya","Female","hindu","","India"
"Sunanda","Female","hindu","","India"
"Sunandini","Female","hindu","","India"
"Sunandita","Female","hindu","","India"
"Sunayana","Female","hindu","","India"
"Sunayna","Female","hindu","","India"
"Sundari","Female","hindu","","India"
"Sundha","Female","hindu","","India"
"Sundhuja","Female","hindu","","India"
"Suneeti","Female","hindu","","India"
"Sunetra","Female","hindu","","India"
"Sunila","Female","hindu","","India"
"Suryakanti","Female","hindu","","India"
"Suryani","Female","hindu","","India"
"Sushama","Female","hindu","","India"
"Sushanti","Female","hindu","","India"
"Sushila","Female","hindu","","India"
"Sushma","Female","hindu","","India"
"Sushmita","Female","hindu","","India"
"Sushobhana","Female","hindu","","India"
"Susila","Female","hindu","","India"
"Susita","Female","hindu","","India"
"Susmita","Female","hindu","","India"
"Susumna","Female","hindu","","India"
"Sutanuka","Female","hindu","","India"
"Sutapa","Female","hindu","","India"
"Sutara","Female","hindu","","India"
"Suvali","Female","hindu","","India"
"Suvarna","Female","hindu","","India"
"Suvarnaprabha","Female","hindu","","India"
"Suvarnarekha","Female","hindu","","India"
"Suvarnmala","Female","hindu","","India"
"Suvitha","Female","hindu","","India"
"Suyasha","Female","hindu","","India"
