"Name","Gender","Religion","Cast","Country"
"Mahabhuja","Male","hindu","","India"
"Mahabhuta","Male","hindu","","India"
"Mahabuddhi","Male","hindu","","India"
"Mahadeva","Male","hindu","","India"
"Mahadhana","Male","hindu","","India"
"Mahadhipa","Male","hindu","","India"
"Mahadyuti","Male","hindu","","India"
"Mahagarbha","Male","hindu","","India"
"Mahagarta","Male","hindu","","India"
"Mahahrada","Male","hindu","","India"
"Duskriha","Male","hindu","","India"
"Dyumani","Male","hindu","","India"
"Dyutidhara","Male","hindu","","India"
"Ekatman","Male","hindu","","India"
"Gahana","Male","hindu","","India"
"Gambhira","Male","hindu","","India"
"Ganakaya","Male","hindu","","India"
"Ganesvara","Male","hindu","","India"
"Gatapara","Male","hindu","","India"
"Gauribhartr","Male","hindu","","India"
"Gayatrivallabha","Male","hindu","","India"
"Ghrnarnava","Male","hindu","","India"
"Girijadhava","Male","hindu","","India"
"Girirata","Male","hindu","","India"
"Girisa","Male","hindu","","India"
"Godharmasana","Male","hindu","","India"
"Gomat","Male","hindu","","India"
"Goptr","Male","hindu","","India"
"Gosakha","Male","hindu","","India"
"Grhapati","Male","hindu","","India"
"Grisma","Male","hindu","","India"
"Guha","Male","hindu","","India"
"Guna","Male","hindu","","India"
"Gunagrahin","Male","hindu","","India"
"Gunottama","Male","hindu","","India"
"Devasuraguru","Male","hindu","","India"
"Devasuramahamitra","Male","hindu","","India"
"Devasuramahesvara","Male","hindu","","India"
"Devatatma","Male","hindu","","India"
"Devendra","Male","hindu","","India"
"Dhaman","Male","hindu","","India"
"Dhanadhipa","Male","hindu","","India"
"Dhanagama","Male","hindu","","India"
"Dhanesvara","Male","hindu","","India"
"Dhanurdhara","Male","hindu","","India"
"Dhanurveda","Male","hindu","","India"
"Dhanvin","Male","hindu","","India"
"Dhanya","Male","hindu","","India"
"Dharma","Male","hindu","","India"
"Dharmacarin","Male","hindu","","India"
"Dharmadhenu","Male","hindu","","India"
"Dharmadhyaksa","Male","hindu","","India"
"Dharmakara","Male","hindu","","India"
"Dharmapunja","Male","hindu","","India"
"Dharmasambhava","Male","hindu","","India"
"Dhatr","Male","hindu","","India"
"Dhatrdhaman","Male","hindu","","India"
"Dhatrisa","Male","hindu","","India"
"Dhava","Male","hindu","","India"
"Dhimat","Male","hindu","","India"
"Kalyanagunanaman","Male","hindu","","India"
"Kalyanaprakrti","Male","hindu","","India"
"Kamadeva","Male","hindu","","India"
"Kamaleksana","Male","hindu","","India"
"Kamandaludhara","Male","hindu","","India"
"Kamapala","Male","hindu","","India"
"Kamasasana","Male","hindu","","India"
"Kamin","Male","hindu","","India"
"Kanta","Male","hindu","","India"
"Kapalin","Male","hindu","","India"
"Kapardin","Male","hindu","","India"
"Kapilacarya","Male","hindu","","India"
"Kapilasmasru","Male","hindu","","India"
"Karana","Male","hindu","","India"
"Karmakrt","Male","hindu","","India"
"Karnikarapriya","Male","hindu","","India"
"Kartr","Male","hindu","","India"
"Kasyapa","Male","hindu","","India"
"Kausika","Male","hindu","","India"
"Kavacin","Male","hindu","","India"
"Kavi","Male","hindu","","India"
"Kavyavaha","Male","hindu","","India"
"Ketu","Male","hindu","","India"
"Khaga","Male","hindu","","India"
"Khalakantaka","Male","hindu","","India"
"Banahasta","Male","hindu","","India"
"Bhaga","Male","hindu","","India"
"Bhaktivasya","Male","hindu","","India"
"Bhalanetra","Male","hindu","","India"
"Bhanu","Male","hindu","","India"
"Bhasmapriya","Male","hindu","","India"
"Bhasmasayin","Male","hindu","","India"
"Bhasmasuddhikara","Male","hindu","","India"
"Bhasmoddulitavigraha","Male","hindu","","India"
"Bhavya","Male","hindu","","India"
"Bhima","Male","hindu","","India"
"Bhimaparakrama","Male","hindu","","India"
"Bhisak Anuttama","Male","hindu","","India"
"Bhrajisnu","Male","hindu","","India"
"Bhrtyamarkatarupadhrk","Male","hindu","","India"
"Bhu","Male","hindu","","India"
"Bhudeva","Male","hindu","","India"
"Bhupati","Male","hindu","","India"
"Bhutabhavana","Male","hindu","","India"
"Bhutabhavya Bhavannatha","Male","hindu","","India"
"Bhutacarin","Male","hindu","","India"
"Bhutalokadhrk","Male","hindu","","India"
"Bhutapala","Male","hindu","","India"
"Bhutavahanasarathi","Male","hindu","","India"
"Bhutibhusa","Male","hindu","","India"
"Sarvathomukhi","Female","hindu","","India"
"Sarvavastha Vivarjitha","Female","hindu","","India"
"Sarvayudha Dhara","Female","hindu","","India"
"Sarveshwari","Female","hindu","","India"
"Sarvo Padhi Vinirmuktha","Female","hindu","","India"
"Sarvopanisha Dhudh Gushta","Female","hindu","","India"
"Sarvou Dhana Preetha Chittha","Female","hindu","","India"
"Sarwa Thanthresi","Female","hindu","","India"
"Sasthra Mayi","Female","hindu","","India"
"Sasthra Sara","Female","hindu","","India"
"Saswathaiswarya","Female","hindu","","India"
"Saswathi","Female","hindu","","India"
"Sathee","Female","hindu","","India"
"Satho Dhari","Female","hindu","","India"
"Sathya Roopa","Female","hindu","","India"
"Sathya Sandha","Female","hindu","","India"
"Satya Gnananda Roopa","Female","hindu","","India"
"Satya Vritha","Female","hindu","","India"
"Satyananda Swaroopini","Female","hindu","","India"
"Savithri","Female","hindu","","India"
"Savyapa Savya Margastha","Female","hindu","","India"
"Shad Chakropari Samshitha","Female","hindu","","India"
"Shadanana","Female","hindu","","India"
"Shadanga Devatha Yuktha","Female","hindu","","India"
"Shaddwatheetha Roopini","Female","hindu","","India"
"Mridani","Female","hindu","","India"
"Mrinala Mrudhu Dhorllatha","Female","hindu","","India"
"Mrityu Madhani","Female","hindu","","India"
"Mrutyu Dharu Kudarika","Female","hindu","","India"
"Mudgou Danasaktha Chittha","Female","hindu","","India"
"Muka Chandra Kalankabha Mriganabhi Viseshaka","Female","hindu","","India"
"Mukhya","Female","hindu","","India"
"Mukthi Nilaya","Female","hindu","","India"
"Mukthi Roopini","Female","hindu","","India"
"Mukthida","Female","hindu","","India"
"Mukundaa","Female","hindu","","India"
"Muni Manasa Hamsika","Female","hindu","","India"
"Naada Roopa","Female","hindu","","India"
"Naarayani","Female","hindu","","India"
"Nabhyala Vala Romali Latha Phala Kucha Dwayi","Female","hindu","","India"
"Nadha Roopini","Female","hindu","","India"
"Naish Karmya","Female","hindu","","India"
"Nakadhi Dhithi Samchanna Namajjana Thamoguna","Female","hindu","","India"
"Nalini","Female","hindu","","India"
"Nama Parayana Preetha","Female","hindu","","India"
"Nama Roopa Vivarjitha","Female","hindu","","India"
"Nandhi Vidhya","Female","hindu","","India"
"Nandhini","Female","hindu","","India"
"Nateshwaree","Female","hindu","","India"
"Nava Champaka","Female","hindu","","India"
"Tripurambika","Female","hindu","","India"
"Tripuresi","Female","hindu","","India"
"Trivarga Nilaya","Female","hindu","","India"
"Tryakshya","Female","hindu","","India"
"Twakstha","Female","hindu","","India"
"Twam","Female","hindu","","India"
"Udara Keerthi","Female","hindu","","India"
"Uddhhama Vaibhava","Female","hindu","","India"
"Udyath Bhanu Sahasrabha","Female","hindu","","India"
"Uma","Female","hindu","","India"
"Unmesha Nimishotpanna Vipanna Bhuvanavali","Female","hindu","","India"
"Vaag Vadhini","Female","hindu","","India"
"Vaaruni Madha Vihwala","Female","hindu","","India"
"Vadana Smara Mangalya Griha Thorana Chillaka","Female","hindu","","India"
"Vadana Thraya Samyudha","Female","hindu","","India"
"Vadanadwaya","Female","hindu","","India"
"Vadanaika Samavidha","Female","hindu","","India"
"Vagadeeswaree","Female","hindu","","India"
"Vahni Mandala Vaasini","Female","hindu","","India"
"Vaikhari Roopa","Female","hindu","","India"
"Vaishnavi","Female","hindu","","India"
"Vajradhikayudhopetha","Female","hindu","","India"
"Vajreshwari","Female","hindu","","India"
"Vajrini","Female","hindu","","India"
"Vakthra Lakshmi","Female","hindu","","India"
"Viswa Grasa","Female","hindu","","India"
"Viswa Matha","Female","hindu","","India"
"Viswa Roopa","Female","hindu","","India"
"Viswa Sakshini","Female","hindu","","India"
"Viswadhika","Female","hindu","","India"
"Viswathomukhi","Female","hindu","","India"
"Vividhakara","Female","hindu","","India"
"Vivikthastha","Female","hindu","","India"
"Viyadhadhi Jagat Prasu","Female","hindu","","India"
"Viyat Prasoo","Female","hindu","","India"
"Vriddha","Female","hindu","","India"
"Vyahruthi","Female","hindu","","India"
"Vyapini","Female","hindu","","India"
"Vyktha Avyaktha Swaroopini","Female","hindu","","India"
"Vyoma Kesi","Female","hindu","","India"
"Yagna Karthree","Female","hindu","","India"
"Yagna Priya","Female","hindu","","India"
"Yagna Roopa","Female","hindu","","India"
"Yajamana Swaroopini","Female","hindu","","India"
"Yakinyambha Swaroopini","Female","hindu","","India"
"Yasawini","Female","hindu","","India"
"Yogadha","Female","hindu","","India"
"Yogananda","Female","hindu","","India"
"Yogini","Female","hindu","","India"
"Yoni Mudhra","Female","hindu","","India"
"Khatvangin","Male","hindu","","India"
"Kiritin","Male","hindu","","India"
"Kodandin","Male","hindu","","India"
"Krrtivasas","Male","hindu","","India"
"Krsna Samartha","Male","hindu","","India"
"Krtagama","Male","hindu","","India"
"Krtajna","Male","hindu","","India"
"Krtananda","Male","hindu","","India"
"Krttibhusita","Male","hindu","","India"
"Ksama","Male","hindu","","India"
"Ksamaksetra","Male","hindu","","India"
"Ksetranjna","Male","hindu","","India"
"Ksetrapalaka","Male","hindu","","India"
"Kuberabandhu","Male","hindu","","India"
"Kundalin","Male","hindu","","India"
"Kusalagama","Male","hindu","","India"
"Lalataksa","Male","hindu","","India"
"Lingadhyaksa","Male","hindu","","India"
"Lobha","Male","hindu","","India"
"Lohita","Male","hindu","","India"
"Loka","Male","hindu","","India"
"Lokabandhu","Male","hindu","","India"
"Lokacarin","Male","hindu","","India"
"Lokagraha","Male","hindu","","India"
"Lokakartr","Male","hindu","","India"
"Saandra Karuna","Female","hindu","","India"
"Sachamara Rama Vani Savya Dhakshina Sevitha","Female","hindu","","India"
"Sachidananda Roopini","Female","hindu","","India"
"Sad Gathi Prada","Female","hindu","","India"
"Sada Sadroopa Dharini","Female","hindu","","India"
"Sada Shiva Kutumbini","Female","hindu","","India"
"Sada Shiva Pathi Vritha","Female","hindu","","India"
"Sadachara Pravarthika","Female","hindu","","India"
"Sadashivaa","Female","hindu","","India"
"Saddothitha","Female","hindu","","India"
"Sadha Thushta","Female","hindu","","India"
"Sadhu","Female","hindu","","India"
"Sadhwi","Female","hindu","","India"
"Sadya Prasadini","Female","hindu","","India"
"Sagara Mekhala","Female","hindu","","India"
"Saharakshi","Female","hindu","","India"
"Sahararambhujarooda","Female","hindu","","India"
"Sahasra Dhala Padhmastha","Female","hindu","","India"
"Sahasra Path","Female","hindu","","India"
"Sahasra Seersha Vadana","Female","hindu","","India"
"Sailendra Thanaya","Female","hindu","","India"
"Sakalagama Sandoha Shukthi Samputa Maukthika","Female","hindu","","India"
"Sakinyambha Swaroopini","Female","hindu","","India"
"Sakshi Varjitha","Female","hindu","","India"
"Sakthi Koodaiga Thapanna Kadyatho Bhaga Dharini","Female","hindu","","India"
"Nithya Shodasika Roopa","Female","hindu","","India"
"Nithya Shuddha","Female","hindu","","India"
"Nithya Truptha","Female","hindu","","India"
"Nithya Youawana","Female","hindu","","India"
"Niyanthri","Female","hindu","","India"
"Odyana Peeda Nilaya","Female","hindu","","India"
"Ojovathi","Female","hindu","","India"
"Pada Dwaya Prabha Jala Parakrutha Saroruha","Female","hindu","","India"
"Padma Nayana","Female","hindu","","India"
"Padma Raga Samaprabha","Female","hindu","","India"
"Padma Raga Sila Darsha Paribhavika Polabhu","Female","hindu","","India"
"Padmanabha Sahodari","Female","hindu","","India"
"Pancha Bhoothesi","Female","hindu","","India"
"Pancha Brahma Swaroopini","Female","hindu","","India"
"Pancha Brahmasana Sthitha","Female","hindu","","India"
"Pancha Kosandara Sthitha","Female","hindu","","India"
"Pancha Krithya Parayana","Female","hindu","","India"
"Pancha Pretha Manchadhi Sayini","Female","hindu","","India"
"Pancha Prethasana Seena","Female","hindu","","India"
"Pancha Sankhyopacharini","Female","hindu","","India"
"Pancha Than Mathra Sayaka","Female","hindu","","India"
"Pancha Vakthra","Female","hindu","","India"
"Pancha Yagna Priya","Female","hindu","","India"
"Panchami","Female","hindu","","India"
"Panchast Peeta Roopini","Female","hindu","","India"
"Swaha","Female","hindu","","India"
"Swapanthi","Female","hindu","","India"
"Swaprakasha","Female","hindu","","India"
"Swargapavargadha","Female","hindu","","India"
"Swarna Garbha","Female","hindu","","India"
"Swastha","Female","hindu","","India"
"Swasthimathi","Female","hindu","","India"
"Swathanthra","Female","hindu","","India"
"Swathmananda Lavi Bhootha Brahmadyananthasanthathi","Female","hindu","","India"
"Swatma Rama","Female","hindu","","India"
"Syamabha","Female","hindu","","India"
"Tathwadhika","Female","hindu","","India"
"Tatwa Martha Swaroopini","Female","hindu","","India"
"Tatwa Mayee","Female","hindu","","India"
"Tatwasana","Female","hindu","","India"
"Tejowathi","Female","hindu","","India"
"Thadanga Yugali Bhootha Thapanodupa Mandala","Female","hindu","","India"
"Thadillatha Samaruchya","Female","hindu","","India"
"Thaijasathmika","Female","hindu","","India"
"Thalodharee","Female","hindu","","India"
"Thamboola Pooritha Mukhi","Female","hindu","","India"
"Thamopaha","Female","hindu","","India"
"Thanu Madhya","Female","hindu","","India"
"Thapasa Aradhya","Female","hindu","","India"
"Thapatryagni Santhaptha Samahladahna Chandrika","Female","hindu","","India"
"Bhutinasana","Male","hindu","","India"
"Bhuvah Laksmih","Male","hindu","","India"
"Bijakartr","Male","hindu","","India"
"Bijavahana","Male","hindu","","India"
"Bindusamsraya","Male","hindu","","India"
"Brahmagarbha","Male","hindu","","India"
"Brahmajyoti","Male","hindu","","India"
"Brahmanapriya","Male","hindu","","India"
"Brahmandahrt","Male","hindu","","India"
"Brahmarsk","Male","hindu","","India"
"Brahmavarcasa","Male","hindu","","India"
"Brahmcarin","Male","hindu","","India"
"Brhadgarbha","Male","hindu","","India"
"Brhaspati","Male","hindu","","India"
"Budha","Male","hindu","","India"
"Candra","Male","hindu","","India"
"Candramauli","Male","hindu","","India"
"Candrapida","Male","hindu","","India"
"Candrasanjivana","Male","hindu","","India"
"Caracara","Male","hindu","","India"
"Catura","Male","hindu","","India"
"Caturapriya","Male","hindu","","India"
"Caturbahu","Male","hindu","","India"
"Caturbhava","Male","hindu","","India"
"Caturmukha","Male","hindu","","India"
"Nandih","Male","hindu","","India"
"Narah","Male","hindu","","India"
"Nayah","Male","hindu","","India"
"Netaa","Male","hindu","","India"
"Neyah","Male","hindu","","India"
"Nidhir-Avyayah","Male","hindu","","India"
"Nigrahah","Male","hindu","","India"
"Nimishah","Male","hindu","","India"
"Nirgunah","Male","hindu","","India"
"Nirvaanam","Male","hindu","","India"
"Nishthaa","Male","hindu","","India"
"Nivritaatmaa","Male","hindu","","India"
"Nivrittaatmaa","Male","hindu","","India"
"Niyamah","Male","hindu","","India"
"Niyamo","Male","hindu","","India"
"Nyaayah","Male","hindu","","India"
"Nyagrodhah","Male","hindu","","India"
"Ojas-Tejo-Dyutidharah","Male","hindu","","India"
"Oordhvagah","Male","hindu","","India"
"Oorjitah","Male","hindu","","India"
"Oorjita-Shaasanah","Male","hindu","","India"
"Paapa-Naashanah","Male","hindu","","India"
"Paavanah","Male","hindu","","India"
"Padam-Anuttamam","Male","hindu","","India"
"Padmagarbhah","Male","hindu","","India"
"Vama Kesi","Female","hindu","","India"
"Vama Nayana","Female","hindu","","India"
"Vamadevi","Female","hindu","","India"
"Vamakeshwaree","Female","hindu","","India"
"Vanchithartha Pradayini","Female","hindu","","India"
"Vandharu Jana Vatsala","Female","hindu","","India"
"Vandhya","Female","hindu","","India"
"Varadadhi Nishevitha","Female","hindu","","India"
"Varadha","Female","hindu","","India"
"Varna Roopini","Female","hindu","","India"
"Varnashrama Vidhayini","Female","hindu","","India"
"Vasudha","Female","hindu","","India"
"Vayovastha Vivarjitha","Female","hindu","","India"
"Veda Janani","Female","hindu","","India"
"Veda Vedya","Female","hindu","","India"
"Vedhya Varjitha","Female","hindu","","India"
"Veera","Female","hindu","","India"
"Veera Goshti Priya","Female","hindu","","India"
"Veera Matha","Female","hindu","","India"
"Veeraradhya","Female","hindu","","India"
"Vidhagdha","Female","hindu","","India"
"Vidhatri","Female","hindu","","India"
"Vidhrumabha","Female","hindu","","India"
"Vidhya","Female","hindu","","India"
"Vidhya Avidhya Swaroopini","Female","hindu","","India"
"Yoni Nilaya","Female","hindu","","India"
"Yugandhara","Female","hindu","","India"
"Ananda","Male","hindu","","India"
"Ananta","Male","hindu","","India"
"Anantadrsti","Male","hindu","","India"
"Anapaya","Male","hindu","","India"
"Anarthanasana","Male","hindu","","India"
"Andhakari","Male","hindu","","India"
"Anemi","Male","hindu","","India"
"Angiraguru","Male","hindu","","India"
"Aniruddha","Male","hindu","","India"
"Anivarita","Male","hindu","","India"
"Anivrttatma","Male","hindu","","India"
"Annamaya","Male","hindu","","India"
"Antaratman","Male","hindu","","India"
"Anuttama","Male","hindu","","India"
"Anuttara","Male","hindu","","India"
"Apam Nidhi","Male","hindu","","India"
"Aparicchedya","Male","hindu","","India"
"Aprameyatman","Male","hindu","","India"
"Apratimakrti","Male","hindu","","India"
"Arogya","Male","hindu","","India"
"Arthigamya","Male","hindu","","India"
"Arthnartha","Male","hindu","","India"
"Asadhya","Male","hindu","","India"
"Supratika","Male","hindu","","India"
"Suprita","Male","hindu","","India"
"Sura","Male","hindu","","India"
"Surabhi","Male","hindu","","India"
"Suradhyaksa","Male","hindu","","India"
"Suragana","Male","hindu","","India"
"Surasatruha","Male","hindu","","India"
"Surassattama","Male","hindu","","India"
"Suresa","Male","hindu","","India"
"Suri","Male","hindu","","India"
"Surya","Male","hindu","","India"
"Suryatapana","Male","hindu","","India"
"Susarana","Male","hindu","","India"
"Susena","Male","hindu","","India"
"Sutantu","Male","hindu","","India"
"Sutrakara","Male","hindu","","India"
"Suvira","Male","hindu","","India"
"Suvrata","Male","hindu","","India"
"Svadhama","Male","hindu","","India"
"Svadhisthana","Male","hindu","","India"
"Svagata","Male","hindu","","India"
"Svara","Male","hindu","","India"
"Svaramaya Svana","Male","hindu","","India"
"Svargin","Male","hindu","","India"
"Svastida","Male","hindu","","India"
"Caturveda","Male","hindu","","India"
"Catuspatha","Male","hindu","","India"
"Chinnasamsaya","Male","hindu","","India"
"Cidananda","Male","hindu","","India"
"Cirantana","Male","hindu","","India"
"Citravesa","Male","hindu","","India"
"Daksa","Male","hindu","","India"
"Daksari","Male","hindu","","India"
"Dama","Male","hindu","","India"
"Damayitr","Male","hindu","","India"
"Dambha","Male","hindu","","India"
"Danda","Male","hindu","","India"
"Dandin","Male","hindu","","India"
"Danin","Male","hindu","","India"
"Darpada","Male","hindu","","India"
"Darpaha","Male","hindu","","India"
"Datr","Male","hindu","","India"
"Dayakara","Male","hindu","","India"
"Devacintaka","Male","hindu","","India"
"Devadeva","Male","hindu","","India"
"Devadevasuranamaskrta","Male","hindu","","India"
"Devaka","Male","hindu","","India"
"Devantha","Male","hindu","","India"
"Devapriya","Male","hindu","","India"
"Devasimha","Male","hindu","","India"
"Thara Kanthi Thiraskari Nasabharana Bhasura","Female","hindu","","India"
"Tharunadithya Patala","Female","hindu","","India"
"Tharuni","Female","hindu","","India"
"Thatpada Lakshyartha","Female","hindu","","India"
"Thirodhana Kari","Female","hindu","","India"
"Thrayee","Female","hindu","","India"
"Thristha","Female","hindu","","India"
"Thrivarga Dhathri","Female","hindu","","India"
"Thrpura Sree Vasankari","Female","hindu","","India"
"Thryambhaga","Female","hindu","","India"
"Thurya","Female","hindu","","India"
"Thushti","Female","hindu","","India"
"Tri Daseswari","Female","hindu","","India"
"Tri Konanthara Deepika","Female","hindu","","India"
"Triguna","Female","hindu","","India"
"Trigunathmika","Female","hindu","","India"
"Trijagat Vandhya","Female","hindu","","India"
"Trikhandesi","Female","hindu","","India"
"Trikonaga","Female","hindu","","India"
"Trikoota","Female","hindu","","India"
"Trilochana","Female","hindu","","India"
"Trimurthi","Female","hindu","","India"
"Trinayana","Female","hindu","","India"
"Tripura","Female","hindu","","India"
"Tripura Malini","Female","hindu","","India"
"Dhruva","Male","hindu","","India"
"Dhvani","Male","hindu","","India"
"Dhyanadhara","Male","hindu","","India"
"Dhyeya","Male","hindu","","India"
"Dirghatapas","Male","hindu","","India"
"Ditya","Male","hindu","","India"
"Divakara","Male","hindu","","India"
"Divya","Male","hindu","","India"
"Divyayudha","Male","hindu","","India"
"Drdha","Male","hindu","","India"
"Drdhaprajna","Male","hindu","","India"
"Drpta","Male","hindu","","India"
"Duhsaha","Male","hindu","","India"
"Duhsvapna Nasana","Male","hindu","","India"
"Duradhara","Male","hindu","","India"
"Duradharsa","Male","hindu","","India"
"Durasada","Male","hindu","","India"
"Durasrava","Male","hindu","","India"
"Duratikrama","Male","hindu","","India"
"Durga","Male","hindu","","India"
"Durgama","Male","hindu","","India"
"Durjaya","Male","hindu","","India"
"Durlabha","Male","hindu","","India"
"Durneja","Male","hindu","","India"
"Durvasas","Male","hindu","","India"
"Dandah","Male","hindu","","India"
"Darpadah","Male","hindu","","India"
"Darpahaa","Male","hindu","","India"
"Deeptamoortir","Male","hindu","","India"
"Devabhrit-Guruh","Male","hindu","","India"
"Devah","Male","hindu","","India"
"Devakee-Nandanah","Male","hindu","","India"
"Deveshah","Male","hindu","","India"
"Dhaama","Male","hindu","","India"
"Dhaataa","Male","hindu","","India"
"Dhaaturuttamah","Male","hindu","","India"
"Dhananjayah","Male","hindu","","India"
"Dhaneshvarah","Male","hindu","","India"
"Dhanurdharah","Male","hindu","","India"
"Dhanurvedah","Male","hindu","","India"
"Dhanvee","Male","hindu","","India"
"Dhanyah","Male","hindu","","India"
"Dharaadharah","Male","hindu","","India"
"Dharaneedharah","Male","hindu","","India"
"Dharmaadhyakshah","Male","hindu","","India"
"Dharmagub","Male","hindu","","India"
"Dharmah","Male","hindu","","India"
"Dharmakrit","Male","hindu","","India"
"Dharmaviduttamah","Male","hindu","","India"
"Dharma-Yoopah","Male","hindu","","India"
"Janaka, Caru","Male","hindu","","India"
"Janana","Male","hindu","","India"
"Janmadhipa","Male","hindu","","India"
"Japya","Male","hindu","","India"
"Jaradisamana","Male","hindu","","India"
"Jatila","Male","hindu","","India"
"Jatin","Male","hindu","","India"
"Jayakalavit","Male","hindu","","India"
"Jitakama","Male","hindu","","India"
"Jitendriya","Male","hindu","","India"
"Jivitantakara","Male","hindu","","India"
"Jnanagamya","Male","hindu","","India"
"Jnanaskandha","Male","hindu","","India"
"Jnanavat","Male","hindu","","India"
"Jusya","Male","hindu","","India"
"Jyotirmaya","Male","hindu","","India"
"Jyotismat","Male","hindu","","India"
"Kailasasikharavasin","Male","hindu","","India"
"Kaladhara","Male","hindu","","India"
"Kalakala","Male","hindu","","India"
"Kalapaksa","Male","hindu","","India"
"Kalayogin","Male","hindu","","India"
"Kalpadi","Male","hindu","","India"
"Kalpavrksa","Male","hindu","","India"
"Kalya","Male","hindu","","India"
"Priyavrudha","Female","hindu","","India"
"Pulomajarchidha","Female","hindu","","India"
"Punya Keerthi","Female","hindu","","India"
"Punya Labhya","Female","hindu","","India"
"Punya Sravana Keerthana","Female","hindu","","India"
"Punyapunya Phala Pradha","Female","hindu","","India"
"Purashartha Pradha","Female","hindu","","India"
"Purathana","Female","hindu","","India"
"Pushkara","Female","hindu","","India"
"Pushkarekshana","Female","hindu","","India"
"Pushta","Female","hindu","","India"
"Pushti","Female","hindu","","India"
"Raakendu Vadana","Female","hindu","","India"
"Raamaa","Female","hindu","","India"
"Ragha Madhani","Female","hindu","","India"
"Ragha Swaroopa Pasadya","Female","hindu","","India"
"Rahas Tarpana Tarpitha","Female","hindu","","India"
"Raho Yoga Kramaradhya","Female","hindu","","India"
"Raja Peetha Nivesitha Nijasritha","Female","hindu","","India"
"Raja Rajarchitha","Female","hindu","","India"
"Raja Rajeswari","Female","hindu","","India"
"Rajat Krupa","Female","hindu","","India"
"Rajeeva Lochana","Female","hindu","","India"
"Rajya Dhayini","Female","hindu","","India"
"Rajya Lakshmi","Female","hindu","","India"
"Vigna Nasini","Female","hindu","","India"
"Vignana Gana Roopini","Female","hindu","","India"
"Vignana Kalana","Female","hindu","","India"
"Vignathree","Female","hindu","","India"
"Vijaya","Female","hindu","","India"
"Vilasini","Female","hindu","","India"
"Vimala","Female","hindu","","India"
"Vimanastha","Female","hindu","","India"
"Vimarsa Roopini","Female","hindu","","India"
"Vindhyachala Nivasini","Female","hindu","","India"
"Vipra Priya","Female","hindu","","India"
"Vipra Roopa","Female","hindu","","India"
"Virad Roopa","Female","hindu","","India"
"Viragini","Female","hindu","","India"
"Viraja","Female","hindu","","India"
"Visalakshi","Female","hindu","","India"
"Vishnu Grandhi Vibedhini","Female","hindu","","India"
"Vishnu Maya","Female","hindu","","India"
"Vishnu Roopini","Female","hindu","","India"
"Vishudhichakra Nilaya","Female","hindu","","India"
"Vishuka Prana Harana Varahi Veeerya Nandhitha","Female","hindu","","India"
"Vishungala","Female","hindu","","India"
"Viswa Brhamana Karini","Female","hindu","","India"
"Viswa Dharini","Female","hindu","","India"
"Viswa Grabha","Female","hindu","","India"
"Pavana Krithi","Female","hindu","","India"
"Payasanna Priya","Female","hindu","","India"
"Peetha Varna","Female","hindu","","India"
"Poojya","Female","hindu","","India"
"Poorna","Female","hindu","","India"
"Poorvaja","Female","hindu","","India"
"Prabha Roopa","Female","hindu","","India"
"Prabhavathi","Female","hindu","","India"
"Prachanda","Female","hindu","","India"
"Pragalbha","Female","hindu","","India"
"Prakata Krithi","Female","hindu","","India"
"Prana Dhatri","Female","hindu","","India"
"Prana Roopini","Female","hindu","","India"
"Pranadha","Female","hindu","","India"
"Praneshwari","Female","hindu","","India"
"Prangnathmika","Female","hindu","","India"
"Prasavithri","Female","hindu","","India"
"Prasiddha","Female","hindu","","India"
"Prathi Panmukhya Rakantha Thidhi Mandala Poojitha","Female","hindu","","India"
"Prathishta","Female","hindu","","India"
"Prathyak Chidi Roopa","Female","hindu","","India"
"Prathyg Roopa","Female","hindu","","India"
"Prema Roopa","Female","hindu","","India"
"Prgnana Gana Roopini","Female","hindu","","India"
"Priyamkaree","Female","hindu","","India"
"Chaanooraandhra-Nishoodanah","Male","hindu","","India"
"Chakra-Gadaadharah","Male","hindu","","India"
"Chakree","Male","hindu","","India"
"Chalah","Male","hindu","","India"
"Chandanaangadee","Male","hindu","","India"
"Chandraamshuh","Male","hindu","","India"
"Chaturaatmaa","Male","hindu","","India"
"Chaturashrah","Male","hindu","","India"
"Chaturbaahuh","Male","hindu","","India"
"Chaturbhaavas","Male","hindu","","India"
"Chaturbhujah","Male","hindu","","India"
"Chaturdamstrah","Male","hindu","","India"
"Chaturgatih","Male","hindu","","India"
"Chaturmoortih","Male","hindu","","India"
"Chatur-Vedavid","Male","hindu","","India"
"Chaturvyoohah","Male","hindu","","India"
"Chinnasamshayah","Male","hindu","","India"
"Daamodarah","Male","hindu","","India"
"Daarunah","Male","hindu","","India"
"Daashaarhah","Male","hindu","","India"
"Dakshah","Male","hindu","","India"
"Dakshinah","Male","hindu","","India"
"Damah","Male","hindu","","India"
"Damanah","Male","hindu","","India"
"Damayitaa","Male","hindu","","India"
"Sthuthi Mathi","Female","hindu","","India"
"Sthuthi Samsthutha Vaibhava","Female","hindu","","India"
"Stotra Priya","Female","hindu","","India"
"Subru","Female","hindu","","India"
"Sudha Sagara Madhyastha","Female","hindu","","India"
"Sudha Sarabhi Varshini","Female","hindu","","India"
"Sudha Sruthi","Female","hindu","","India"
"Sukha Kari","Female","hindu","","India"
"Sukha Prada","Female","hindu","","India"
"Sukharadhya","Female","hindu","","India"
"Sukshma Roopini","Female","hindu","","India"
"Sulayudha Sampanna","Female","hindu","","India"
